device-registry asset-endpoint-profile->create->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->create->0->request->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->0->request->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->create->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->delete->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:delete->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->delete->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:delete->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->delete->0->responses->200.201	root->command-group:device-registry asset-endpoint-profile->command:delete->operation ind: 0->responses->200.201	ChangeType.REMOVE	"{""statusCode"": [200, 201]}"
device-registry asset-endpoint-profile->show->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->show->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->show->0->responses->200->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->200->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->show->0->responses->200->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->200->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->show->0->responses->200->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->200->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->update->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->update->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->update->0->responses->200->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->200->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->update->0->responses->200->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->200->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->update->0->responses->200->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->200->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->update->1	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 1	ChangeType.CHANGE	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration"", ""arg"": ""$resource.properties.additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""arg"": ""$resource.properties.authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""arg"": ""$resource.properties.authentication.method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""arg"": ""$resource.properties.authentication.x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""arg"": ""$resource.properties.authentication.x509Credentials.certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""arg"": ""$resource.properties.endpointProfileType"", ""required"": true}, {""type"": ""string"", ""name"": ""targetAddress"", ""arg"": ""$resource.properties.targetAddress"", ""required"": true}], ""clientFlatten"": true}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration"", ""arg"": ""$resource.properties.additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""arg"": ""$resource.properties.authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""arg"": ""$resource.properties.authentication.method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""arg"": ""$resource.properties.authentication.x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""arg"": ""$resource.properties.authentication.x509Credentials.certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""arg"": ""$resource.properties.endpointProfileType"", ""required"": true}, {""type"": ""string"", ""name"": ""targetAddress"", ""arg"": ""$resource.properties.targetAddress"", ""required"": true}]}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"
device-registry asset-endpoint-profile->update->2->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->update->2->responses->error	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->update->2->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->update->2->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->update->2->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->create->Resource->$resource.location->type	root->command-group:device-registry asset-endpoint-profile->command:create->argGroup: Resource->arg: $resource.location->prop: type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->Resource->$resource.location->options	root->command-group:device-registry asset-endpoint-profile->command:create->argGroup: Resource->arg: $resource.location->prop: options	ChangeType.CHANGE	"[""l"", ""location""]"	"[""location""]"
device-registry asset-endpoint-profile->create->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->create->0->request->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->0->request->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->create->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->delete->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:delete->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->delete->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:delete->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->delete->0->responses->200.201	root->command-group:device-registry asset-endpoint-profile->command:delete->operation ind: 0->responses->200.201	ChangeType.REMOVE	"{""statusCode"": [200, 201]}"
device-registry asset-endpoint-profile->show->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->show->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->show->0->responses->200->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->200->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->show->0->responses->200->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->200->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->show->0->responses->200->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:show->operation ind: 0->responses->200->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->update->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->update->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->update->0->responses->200->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->200->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->update->0->responses->200->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->200->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->update->0->responses->200->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 0->responses->200->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->update->1	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 1	ChangeType.CHANGE	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration"", ""arg"": ""$resource.properties.additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""arg"": ""$resource.properties.authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""arg"": ""$resource.properties.authentication.method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""arg"": ""$resource.properties.authentication.x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""arg"": ""$resource.properties.authentication.x509Credentials.certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""arg"": ""$resource.properties.endpointProfileType"", ""required"": true}, {""type"": ""string"", ""name"": ""targetAddress"", ""arg"": ""$resource.properties.targetAddress"", ""required"": true}], ""clientFlatten"": true}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration"", ""arg"": ""$resource.properties.additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""arg"": ""$resource.properties.authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""arg"": ""$resource.properties.authentication.method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""arg"": ""$resource.properties.authentication.usernamePasswordCredentials.usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""arg"": ""$resource.properties.authentication.x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""arg"": ""$resource.properties.authentication.x509Credentials.certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""arg"": ""$resource.properties.endpointProfileType"", ""required"": true}, {""type"": ""string"", ""name"": ""targetAddress"", ""arg"": ""$resource.properties.targetAddress"", ""required"": true}]}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"
device-registry asset-endpoint-profile->update->2->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->update->2->responses->error	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->update->2->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->update->2->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->update->2->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->list->$Condition_AssetEndpointProfiles_ListByResourceGroup	root->command-group:device-registry asset-endpoint-profile->command:list->condition var: $Condition_AssetEndpointProfiles_ListByResourceGroup	ChangeType.CHANGE	"{""var"": ""$Condition_AssetEndpointProfiles_ListByResourceGroup"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}, {""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}]}}"	"{""var"": ""$Condition_AssetEndpointProfiles_ListByResourceGroup"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}, {""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}]}, ""checked"": true}"
device-registry asset-endpoint-profile->list->$Condition_AssetEndpointProfiles_ListBySubscription	root->command-group:device-registry asset-endpoint-profile->command:list->condition var: $Condition_AssetEndpointProfiles_ListBySubscription	ChangeType.CHANGE	"{""var"": ""$Condition_AssetEndpointProfiles_ListBySubscription"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}, {""type"": ""not"", ""operator"": {""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}}]}}"	"{""var"": ""$Condition_AssetEndpointProfiles_ListBySubscription"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}, {""type"": ""not"", ""operator"": {""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}}]}, ""checked"": true}"
device-registry asset-endpoint-profile->list->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
